knot_name,record_index,real_length,twist_angle,multiplicity,length_cutoff,status
8_2,19,2.9062410860752568,1.9684896210240663,1,3.0,numerical_unverified
8_2,20,2.926543182609194,0.3782514799531087,2,3.0,numerical_unverified
8_2,21,2.9394638083176177,2.14444284065963,2,3.0,numerical_unverified
8_2,22,2.9416795703531373,-1.2632137114973205,2,3.0,numerical_unverified
8_3,0,0.6002213431912253,-2.9006564080924795,1,3.0,numerical_unverified
8_3,1,0.6002213431912429,2.900656408092473,1,3.0,numerical_unverified
8_3,2,1.9123316907514625,-1.1541374629295018,2,3.0,numerical_unverified
8_3,3,1.9123316907514831,1.154137462929482,2,3.0,numerical_unverified
8_3,4,2.0566761815460026,-1.6819295352080064,2,3.0,numerical_unverified
8_3,5,2.056676181545987,1.6819295352079895,2,3.0,numerical_unverified
8_3,6,2.2917722805645884,-1.3557819128463233,2,3.0,numerical_unverified
8_3,7,2.291772280564614,1.3557819128462665,2,3.0,numerical_unverified
8_3,8,2.5529492892591046,-1.7945165104913528e-13,4,3.0,numerical_unverified
8_3,9,2.7036550709143086,-1.7122068241511095,2,3.0,numerical_unverified
8_3,10,2.703655070914311,1.712206824151093,2,3.0,numerical_unverified
8_3,11,2.7629997349180337,-2.2087545234586745,2,3.0,numerical_unverified
8_3,12,2.7629997349180195,2.2087545234586465,2,3.0,numerical_unverified
8_3,13,2.794339775411294,-2.4114821667471866,4,3.0,numerical_unverified
8_3,14,2.794339775411307,2.411482166747136,4,3.0,numerical_unverified
8_3,15,2.8020881952886887,-0.3185977573009734,1,3.0,numerical_unverified
8_3,16,2.802088195288712,0.3185977573009641,1,3.0,numerical_unverified
8_3,17,2.9480894608026085,-3.048217692577243,2,3.0,numerical_unverified
8_3,18,2.9480894608026045,3.0482176925771984,2,3.0,numerical_unverified
8_3,19,2.996619436517882,-0.99310753090636,2,3.0,numerical_unverified
8_3,20,2.9966194365178787,0.9931075309063474,2,3.0,numerical_unverified
8_4,0,0.4167752633516181,-2.4894369992228373,1,3.0,numerical_unverified
8_4,1,0.6874209840729398,-2.98191084462596,1,3.0,numerical_unverified
8_4,2,1.6469290403366275,3.0311353314612166,2,3.0,numerical_unverified
8_4,3,1.9228526307357292,-1.3524814008596822,2,3.0,numerical_unverified
8_4,4,1.95181419779287,-3.1201663620904805,2,3.0,numerical_unverified
8_4,5,1.9816908661995427,2.1494021400372363,2,3.0,numerical_unverified
8_4,6,2.276183091649025,-2.2241757171852936,2,3.0,numerical_unverified
8_4,7,2.2825652250836175,-0.5736456206436311,2,3.0,numerical_unverified
8_4,8,2.284849772571758,1.4529803359082163,2,3.0,numerical_unverified
8_4,9,2.422950236270011,1.2638991529991155,2,3.0,numerical_unverified
8_4,10,2.5937208688863187,-2.397197829801798,2,3.0,numerical_unverified
8_4,11,2.674130792547691,1.9442398341820855,2,3.0,numerical_unverified
8_4,12,2.6996749040159114,-2.0043700925316177,2,3.0,numerical_unverified
8_4,13,2.7221433614002635,0.1909137881303649,2,3.0,numerical_unverified
8_4,14,2.754904928488404,-0.3177258477309966,2,3.0,numerical_unverified
8_4,15,2.769197962430973,-0.37561605404980414,1,3.0,numerical_unverified
8_4,16,2.8105887246273977,-1.597516599435283,2,3.0,numerical_unverified
8_4,17,2.9117772056692712,-1.86345319952764,2,3.0,numerical_unverified
8_4,18,2.9861152216252433,-0.18848406337428414,1,3.0,numerical_unverified
8_5,0,0.8808877879601164,-2.7591276836970335,2,3.0,numerical_unverified
8_5,1,1.626572536574632,3.13266448061502,1,3.0,numerical_unverified
8_5,2,1.6398628174382996,2.2198646354174016,2,3.0,numerical_unverified
8_5,3,1.7193928122969928,-2.8717062385347725,2,3.0,numerical_unverified
8_5,4,1.9365457062769775,-0.34982831855446644,1,3.0,numerical_unverified
8_5,5,2.149784631296112,1.1031905126225763,2,3.0,numerical_unverified
8_5,6,2.1611510152674676,2.752498998325239,1,3.0,numerical_unverified
8_5,7,2.2216583511997667,-1.902140531480085,2,3.0,numerical_unverified
8_5,8,2.222979917860675,-1.5764361286457325,2,3.0,numerical_unverified
8_5,9,2.3610265417481493,-1.3012602799453616,4,3.0,numerical_unverified
8_5,10,2.515854009292959,0.7186349048767035,2,3.0,numerical_unverified
8_5,11,2.688203527513448,2.148723248607483,1,3.0,numerical_unverified
8_5,12,2.793205807829794,-2.2844200261893692,2,3.0,numerical_unverified
8_5,13,2.832484834978756,2.324250036526587,1,3.0,numerical_unverified
8_5,14,2.8474928596475064,2.3977109819191647,2,3.0,numerical_unverified
8_5,15,2.850660347707864,1.9815970604805444,4,3.0,numerical_unverified
8_5,16,2.854358965265977,3.1341688065480096,2,3.0,numerical_unverified
8_5,17,2.887667165439261,-0.9399687992788691,1,3.0,numerical_unverified
8_5,18,2.898865671266511,-1.3314898233511903,2,3.0,numerical_unverified
8_5,19,2.9019965237163836,-2.232792220098084,2,3.0,numerical_unverified
8_5,20,2.914653436386044,0.5351469779708566,2,3.0,numerical_unverified
8_5,21,2.9151684568336798,-0.44325249118060117,2,3.0,numerical_unverified
8_5,22,2.953505534188735,0.17065881357723564,1,3.0,numerical_unverified
8_6,0,0.9850994940538148,-2.9501959234025223,1,3.0,numerical_unverified
8_6,1,0.9856998080794144,-2.7417058379834325,1,3.0,numerical_unverified
8_6,2,1.6987599230535912,-1.849263310979856,1,3.0,numerical_unverified
8_6,3,1.8802932909359036,2.3724402780143055,2,3.0,numerical_unverified
8_6,4,1.9933655272767135,1.4199410527363758,1,3.0,numerical_unverified
8_6,5,2.304847876603533,-1.5969754185750555,4,3.0,numerical_unverified
8_6,6,2.4746885730604733,0.8582181214410967,2,3.0,numerical_unverified
8_6,7,2.47947801384307,-2.82087996892189,2,3.0,numerical_unverified
8_6,8,2.4814198044467353,0.6458694851893728,1,3.0,numerical_unverified
8_6,9,2.4888872837669043,1.6032875557712472,2,3.0,numerical_unverified
8_6,10,2.526730055948874,-2.429900313284862,2,3.0,numerical_unverified
8_6,11,2.689236264003295,-2.913582901334956,2,3.0,numerical_unverified
8_6,12,2.717310580384969,2.2270756936372837,2,3.0,numerical_unverified
8_6,13,2.7451191707658893,0.18417503220152803,2,3.0,numerical_unverified
8_6,14,2.7666212126916254,-2.557779970530865,2,3.0,numerical_unverified
8_6,15,2.7995979942918203,2.9866934788048165,2,3.0,numerical_unverified
8_6,16,2.8096176789221885,1.8146278994437846,2,3.0,numerical_unverified
8_6,17,2.825313045771014,1.8204857005014514,2,3.0,numerical_unverified
8_6,18,2.834603329693862,-0.5319069182236582,2,3.0,numerical_unverified
8_6,19,2.844388099002766,-1.9154179267073503,2,3.0,numerical_unverified
8_6,20,2.86754123104776,-0.2687673317599357,2,3.0,numerical_unverified
8_6,21,2.8717304114786493,3.103403821397467,2,3.0,numerical_unverified
8_6,22,2.9126759028439975,-0.1062270224323996,2,3.0,numerical_unverified
8_7,0,0.44936317455094904,2.630949769977233,1,3.0,numerical_unverified
8_7,1,1.4352904991015771,2.1291955819988724,1,3.0,numerical_unverified
8_7,2,1.6689044020516695,-2.539176844847495,2,3.0,numerical_unverified
8_7,3,1.8800213224129054,-2.643798725622943,1,3.0,numerical_unverified
8_7,4,2.121237858425584,0.7044484735544477,2,3.0,numerical_unverified
8_7,5,2.1448138768621416,-1.1156818157929502,1,3.0,numerical_unverified
8_7,6,2.250866427822729,2.870275790798613,2,3.0,numerical_unverified
8_7,7,2.3318707680556248,2.0594354068702905,2,3.0,numerical_unverified
8_7,8,2.4154067115052524,1.3064127924634983,2,3.0,numerical_unverified
8_7,9,2.4587306987274475,2.9799603564700776,2,3.0,numerical_unverified
8_7,10,2.4852957950253916,2.7489104516935323,2,3.0,numerical_unverified
8_7,11,2.503384241711373,2.34651265842192,1,3.0,numerical_unverified
8_7,12,2.6724076957638943,1.2711640575541838,2,3.0,numerical_unverified
8_7,13,2.7512745002326677,0.6711111844979694,2,3.0,numerical_unverified
8_7,14,2.7522054381533105,-1.8495485791842379,2,3.0,numerical_unverified
8_7,15,2.7745274999859038,0.16449585405140052,2,3.0,numerical_unverified
8_7,16,2.777044871905916,-2.977562062935397,2,3.0,numerical_unverified
8_7,17,2.8408185362996585,-1.4087778719299249,2,3.0,numerical_unverified
8_7,18,2.8539306776316087,3.113685094340292,2,3.0,numerical_unverified
8_7,19,2.870948651702014,2.571631405326216,2,3.0,numerical_unverified
8_7,20,2.9000420050106883,-2.446798022390951,2,3.0,numerical_unverified
8_7,21,2.922958760165223,0.2153254555535692,1,3.0,numerical_unverified
